nsd_id,caption,true_captions
40770,a couple of cows in a field,"['A couple of cows laying on top of green grass covered field.', 'A couple of cows laying on top of green grass covered field.', 'Two cows lying in a grassy field and looking at the camera.', 'Two cows lying in a grassy field and looking at the camera.', 'Two cows sit in the grass in front of a picturesque countryside. ', 'Two cows sit in the grass in front of a picturesque countryside. ', 'two cows laying down in the grass ', 'two cows laying down in the grass ', 'Two cows that are laying down in the grass.', 'Two cows that are laying down in the grass.']"
66278,a plane flying through the sky with a few white lines,"['Four planes in the sky in a flying formation.', 'Four planes in the sky in a flying formation.', 'Four airplanes flying in formation under sparce clouds.', 'Four airplanes flying in formation under sparce clouds.', 'A group of planes fly synchronized together in the sky', 'A group of planes fly synchronized together in the sky', 'Four airplanes in a diamond formation descending downward in the sky with three of the planes releasing smoke from them.', 'Four airplanes in a diamond formation descending downward in the sky with three of the planes releasing smoke from them.', 'Four airplanes in formation doing stunts in the sky', 'Four airplanes in formation doing stunts in the sky']"
56154,a close up of a building with a clock on it,"['A large blue clock mounted to the side of a building.', 'A large blue clock mounted to the side of a building.', 'A clock with roman numerals on the side of a building.', 'A clock with roman numerals on the side of a building.', 'A blue ornamental clock adorned with an eagle is hung on a white columned building.', 'A blue ornamental clock adorned with an eagle is hung on a white columned building.', 'The clock with a bird statue on top is ticking. ', 'The clock with a bird statue on top is ticking. ', 'There is a clock showing 1:20 on the side of a building.', 'There is a clock showing 1:20 on the side of a building.']"
65267,a bunch of flowers on a wooden bowl,"['Yellow floral arrangement with green leaves in vase on small table.', 'Yellow floral arrangement with green leaves in vase on small table.', 'a close up of a vase with flowers on a table', 'a close up of a vase with flowers on a table', 'A close shot of some flowers in the vase. ', 'A close shot of some flowers in the vase. ', 'A bunch of yellow flowers sitting in a vase on a table.', 'A bunch of yellow flowers sitting in a vase on a table.', 'Yellow flowers are placed in a vase on a marble table.', 'Yellow flowers are placed in a vase on a marble table.']"
72257,a group of two black and white animals,"['A couple if black cows standing in a field .', 'A couple if black cows standing in a field .', 'A close up of two black cows grazing the grass.', 'A close up of two black cows grazing the grass.', 'One cow looks at the camera while a second grazes in a pasture.', 'One cow looks at the camera while a second grazes in a pasture.', 'Two black cows in a field looking at the camera.', 'Two black cows in a field looking at the camera.', 'A bull with tags staring at the camera next to a smaller bull.', 'A bull with tags staring at the camera next to a smaller bull.']"
3489,a couple of zebras on a wooden floor,"['A bear that is standing in the water.', 'A bear that is standing in the water.', 'a large bear standing in blue water next to shore', 'a large bear standing in blue water next to shore', 'A brown bear standing in a river next to a green slope.', 'A brown bear standing in a river next to a green slope.', 'A bear in a river, the water up to its belly.', 'A bear in a river, the water up to its belly.', 'An adult bear wades into a flowing rustic stream.', 'An adult bear wades into a flowing rustic stream.']"
21526,a person on a snowboard riding down a mountain,"['A skier in a red jacket and yellow helmet going down a hill.', 'A skier in a red jacket and yellow helmet going down a hill.', 'a person riding skis on a snowy slope', 'a person riding skis on a snowy slope', 'A skier making his way down a steep slope', 'A skier making his way down a steep slope', 'A man partaking in the recreational activity of down hill skiing', 'A man partaking in the recreational activity of down hill skiing', 'A person downhill skiing on a clear day.', 'A person downhill skiing on a clear day.']"
52652,a wooden table with a black and white chair,"['A bathroom with a white toilet next to a sink.', 'A bathroom with a white toilet next to a sink.', 'elegant bathroom with a toilet, sink, and mirror. ', 'elegant bathroom with a toilet, sink, and mirror. ', 'A tiled bathroom is shown in blue and light orange.', 'A tiled bathroom is shown in blue and light orange.', 'a yellow bathroom with blue tiles a toilet lights a mirror and towels', 'a yellow bathroom with blue tiles a toilet lights a mirror and towels', 'A residential bathroom with black tile and pink curtains.', 'A residential bathroom with black tile and pink curtains.']"
3913,a group of people standing on a hill,"['A view of a bunch of people skiing and posing for a picture.', 'A view of a bunch of people skiing and posing for a picture.', 'Five people in snowsuits holding skis at night.', 'Five people in snowsuits holding skis at night.', 'A group of people wearing skis posing on a snowy slope.', 'A group of people wearing skis posing on a snowy slope.', 'A group of men and women posing with skis and ski poles on a snow covered ground.', 'A group of men and women posing with skis and ski poles on a snow covered ground.', 'A group poses in ski gear in front of Olympic rings.', 'A group poses in ski gear in front of Olympic rings.']"
24214,a giraffe is walking on a path,"['A giraffe walking past some tall trees on some grass', 'A giraffe walking past some tall trees on some grass', 'The two giraffes are walking together by the trees.', 'The two giraffes are walking together by the trees.', 'A giraffe walking alongside a wooded area with a tree.', 'A giraffe walking alongside a wooded area with a tree.', 'A single giraffe that is walking in a field.', 'A single giraffe that is walking in a field.', 'a couple giraffes walking through a fielded area ', 'a couple giraffes walking through a fielded area ']"
43619,a couple of people standing next to a bunch of animals,"['Two elephants intertwining their tusks and trunks to fight.', 'Two elephants intertwining their tusks and trunks to fight.', 'Two elephants facing one another in a grassy field while interlocking their tusks.', 'Two elephants facing one another in a grassy field while interlocking their tusks.', 'Some animals that are playing with each other.', 'Some animals that are playing with each other.', 'Two elephants are fighting in a grassy field.', 'Two elephants are fighting in a grassy field.', 'Two elephants are pushing their trunks together in the grass.', 'Two elephants are pushing their trunks together in the grass.']"
45843,a bus is parked on a street with a building in the background,"['Sidewalk next to a freeway on a cloudy day with a red bus.', 'Sidewalk next to a freeway on a cloudy day with a red bus.', 'The city bus travels on a road near a tall building.', 'The city bus travels on a road near a tall building.', 'A bus moving down a street with cars parked on one side of it.', 'A bus moving down a street with cars parked on one side of it.', 'A red bus is going down the street by a building.', 'A red bus is going down the street by a building.', 'A red city bus on a street with no other cars driving.', 'A red city bus on a street with no other cars driving.']"
30922,a man and a woman standing next to a bunch of trees,"['An abundance of fruit and vegetables are sold in this market.', 'An abundance of fruit and vegetables are sold in this market.', 'A boy standing next to hanging bananas outside. ', 'A boy standing next to hanging bananas outside. ', 'The street vendor is displaying several different types of fruits.', 'The street vendor is displaying several different types of fruits.', 'A farmers market with a variety of tropical fruits for sale. ', 'A farmers market with a variety of tropical fruits for sale. ', 'Many bunches of bananas and other fruits that are on display. ', 'Many bunches of bananas and other fruits that are on display. ']"
38022,a couple of cows on a grassy field,"['A herd of cattle standing on top of a green field.', 'A herd of cattle standing on top of a green field.', 'a bunch of cows sit next to a small creek ', 'a bunch of cows sit next to a small creek ', 'A few cattle drink from a mossy pond. ', 'A few cattle drink from a mossy pond. ', 'A group of cows that are standing in the grass.', 'A group of cows that are standing in the grass.', 'A small herd of cows near a water bank.', 'A small herd of cows near a water bank.']"
46460,a white and black chair,"['a living room filled with furniture and a flat screen TV.', 'a living room filled with furniture and a flat screen TV.', 'A couch and a chair in front of a TV in a living room.', 'A couch and a chair in front of a TV in a living room.', 'A living area with a sofa, coffee table and television.', 'A living area with a sofa, coffee table and television.', 'A living room with wooden flooring and furniture.', 'A living room with wooden flooring and furniture.', 'A living room with couch, coffee table, television and accessories.  ', 'A living room with couch, coffee table, television and accessories.  ']"
11796,a white and black table,"['A variety of pots sits on a chipped white table.', 'A variety of pots sits on a chipped white table.', 'Sleek white ceramic water pitcher, black water carafe, in front of terracotta planter, on worn white drawer . ', 'Sleek white ceramic water pitcher, black water carafe, in front of terracotta planter, on worn white drawer . ', 'Two vases and a potted plant sit atop a worn dresser.', 'Two vases and a potted plant sit atop a worn dresser.', 'A potted plant and a vase are on a small table.', 'A potted plant and a vase are on a small table.', 'Two vases and a potted plant sit on top of an old cupboard.', 'Two vases and a potted plant sit on top of an old cupboard.']"
18690,a view of a sky with a plane and a sign,"['A picture of some stop and go lights at an busy intersection. ', 'A picture of some stop and go lights at an busy intersection. ', 'a stop light pole in the middle of the street ', 'a stop light pole in the middle of the street ', 'there are many traffic lights on top of this pole', 'there are many traffic lights on top of this pole', 'A traffic light hanging over a city street.', 'A traffic light hanging over a city street.', 'Two stop lights mounted on the same pole ', 'Two stop lights mounted on the same pole ']"
20442,a train parked on a street,"['Double decker bus on the street next to buildings.', 'Double decker bus on the street next to buildings.', 'A double decker bus that just past through an overpass', 'A double decker bus that just past through an overpass', 'A double decker bus in front of an arched bridge.', 'A double decker bus in front of an arched bridge.', 'A double-decker tour bus parked, waiting for passengers. ', 'A double-decker tour bus parked, waiting for passengers. ', 'The bus is driving passengers through the town. ', 'The bus is driving passengers through the town. ']"
67113,a large building with a window,"['Cathedral as possible on a very snowy day', 'Cathedral as possible on a very snowy day', 'a van is parked out side of a big church', 'a van is parked out side of a big church', 'The passenger bus is travelling down the snowy covered side roads.', 'The passenger bus is travelling down the snowy covered side roads.', 'A bus stopped at an intersection in front of a church.', 'A bus stopped at an intersection in front of a church.', 'A transit bus sitting on a street side across from a Church in the snow.', 'A transit bus sitting on a street side across from a Church in the snow.']"
54078,a bathroom with a toilet and a sink,"['A doorway into a bathroom with a sink and vanity.', 'A doorway into a bathroom with a sink and vanity.', 'Looing into a small bathroom with sink and corner medicine cabinet.', 'Looing into a small bathroom with sink and corner medicine cabinet.', 'A small bathroom with a white sink under a cabinet.', 'A small bathroom with a white sink under a cabinet.', 'a bathroom with a vanity and sink plus towel', 'a bathroom with a vanity and sink plus towel', 'A bathroom with a hand towel and corner cabinet', 'A bathroom with a hand towel and corner cabinet']"
39298,a group of boats parked in a field,"['a dock with many boats docked and also a black raft boat', 'a dock with many boats docked and also a black raft boat', 'Boats are floating in the clear cold water', 'Boats are floating in the clear cold water', 'There are several boats docked at the dock.', 'There are several boats docked at the dock.', 'A crowded pier with multiple boats parked together.', 'A crowded pier with multiple boats parked together.', 'A group of boats parked in a marina in a large body of water.', 'A group of boats parked in a marina in a large body of water.']"
66836,a bird flying over a body of water,"['There is a seagull standing on a brick pole next to the ocean and a light house', 'There is a seagull standing on a brick pole next to the ocean and a light house', 'A lone seagull sits on a post with a light house in the background. ', 'A lone seagull sits on a post with a light house in the background. ', 'Seagull sitting on a post near a lighthouse on the water.', 'Seagull sitting on a post near a lighthouse on the water.', 'A bird that is sitting by some water.', 'A bird that is sitting by some water.', 'A seagull is standing on a post with a view of a lighthouse.', 'A seagull is standing on a post with a view of a lighthouse.']"
26780,a building with a ladder and a bench,"['an image of an alley way with bikes parked', 'an image of an alley way with bikes parked', 'A side street of cobblestones and many parked motorcycles.', 'A side street of cobblestones and many parked motorcycles.', 'A long row of motorcycles on a very narrow street.', 'A long row of motorcycles on a very narrow street.', 'The alleyway is lined with many parked motorcycles.', 'The alleyway is lined with many parked motorcycles.', 'A street lined with vespas parked by the curb', 'A street lined with vespas parked by the curb']"
66976,a view of a bike on a road with a building in the background,"['A couple of birds sitting on the back of white chairs.', 'A couple of birds sitting on the back of white chairs.', 'Two white chairs at a blue table with a bird on each chair.', 'Two white chairs at a blue table with a bird on each chair.', 'Two birds sit on the backs of two chairs that are around a table.', 'Two birds sit on the backs of two chairs that are around a table.', 'Two birds sit on chairs at an outdoor restaurant.', 'Two birds sit on chairs at an outdoor restaurant.', 'A bird is sitting on a white plastic chair at a table. ', 'A bird is sitting on a white plastic chair at a table. ']"
43950,a man and a woman standing on a street with a large airplane,"['a couple of guys that are walking to a plane', 'a couple of guys that are walking to a plane', 'Two men in uniform are walking on the tarmac toward a large airplane.', 'Two men in uniform are walking on the tarmac toward a large airplane.', 'The two men are carrying two green duffle bags', 'The two men are carrying two green duffle bags', 'Two air flight pilots walking to an airplane on an airstrip. ', 'Two air flight pilots walking to an airplane on an airstrip. ', 'a couple of men are walking toward a plane', 'a couple of men are walking toward a plane']"
48839,a group of people and a cow on a field,"['A black cow standing next to a small dog.', 'A black cow standing next to a small dog.', 'A little black dog approaching a black cow in a field.', 'A little black dog approaching a black cow in a field.', 'A cow and a dog look at each other.', 'A cow and a dog look at each other.', 'black cow looks at black dog in grassy field', 'black cow looks at black dog in grassy field', 'A black cow standing in the grass looking at a black dog.', 'A black cow standing in the grass looking at a black dog.']"
59419,a man holding a tennis racket and a man holding a racquet,"['A woman standing on a tennis court holding a racquet.', 'A woman standing on a tennis court holding a racquet.', 'Athlete preparing to return ball during tennis game.', 'Athlete preparing to return ball during tennis game.', 'a woman reaching up so she can hit a tennis ball ', 'a woman reaching up so she can hit a tennis ball ', 'A person that is holding a racquet in their hand and playing tennis.', 'A person that is holding a racquet in their hand and playing tennis.', 'The female tennis player is going for a very high serve.', 'The female tennis player is going for a very high serve.']"
45837,a man and a woman riding a bike,"['Group of men in green and gray uniforms on a baseball field. ', 'Group of men in green and gray uniforms on a baseball field. ', 'Baseball players on the field talking to each other ', 'Baseball players on the field talking to each other ', 'a number of baseball players on a field ', 'a number of baseball players on a field ', 'The men are playing baseball on the field.', 'The men are playing baseball on the field.', 'Three baseball players wearing green and yellow stand on a field.', 'Three baseball players wearing green and yellow stand on a field.']"
41566,a man sitting in a chair next to a table,"['A living room area with a couch, table and chairs, and a television on top of a piece of furniture.', 'A living room area with a couch, table and chairs, and a television on top of a piece of furniture.', 'A hotel room has a lamp in the corner.', 'A hotel room has a lamp in the corner.', 'Living room with television and dining table and a couch.', 'Living room with television and dining table and a couch.', 'A view of a hotel room with the light shining on the TV.', 'A view of a hotel room with the light shining on the TV.', 'The living and dining areas in a hotel suite.', 'The living and dining areas in a hotel suite.']"
49957,a man is playing tennis on a field,"['A woman holding a tennis racket on a court. ', 'A woman holding a tennis racket on a court. ', 'A woman stands on a tennis court, with a racket in the air. ', 'A woman stands on a tennis court, with a racket in the air. ', 'a woman with a blue dress is playing tennis', 'a woman with a blue dress is playing tennis', 'Girl in a skirt playing tennis on a court .', 'Girl in a skirt playing tennis on a court .', 'A girl playing tennis holding the racket in a ready stance.', 'A girl playing tennis holding the racket in a ready stance.']"
30601,a group of cars on a road,"['A street scene showing a group of cars stopped at a red light.', 'A street scene showing a group of cars stopped at a red light.', 'This is a picture of a busy thruway entrance.', 'This is a picture of a busy thruway entrance.', 'Two lanes of cars waiting at a red light', 'Two lanes of cars waiting at a red light', 'A city street with many cars going down the road.', 'A city street with many cars going down the road.', 'Two rows of traffic at a red light on a city road. ', 'Two rows of traffic at a red light on a city road. ']"
51983,a man is standing on a snow covered hill,"['A snowboarder links turns down the snowy hill.', 'A snowboarder links turns down the snowy hill.', 'Woman in pink coat riding snowboard down a hill.', 'Woman in pink coat riding snowboard down a hill.', 'A lone person snow boarding down a snowy hill.', 'A lone person snow boarding down a snowy hill.', 'A man that is snowboarding in a lot of snow.', 'A man that is snowboarding in a lot of snow.', 'Lone snowboarder traveling down a snow covered slope.', 'Lone snowboarder traveling down a snow covered slope.', 'Lone snowboarder traveling down a snow covered slope.', 'Lone snowboarder traveling down a snow covered slope.']"
52394,a bunch of food on a table,"['The plate is full of banana and orange slices.', 'The plate is full of banana and orange slices.', 'Banana chunks go well with orange slices for a snack.', 'Banana chunks go well with orange slices for a snack.', 'A plate with several orange and banana slices on it.', 'A plate with several orange and banana slices on it.', 'The fresh fruit is on the plate ready to be eaten.', 'The fresh fruit is on the plate ready to be eaten.', 'A plate or orange and banana slices on a plate.', 'A plate or orange and banana slices on a plate.']"
55408,a group of people sitting on a street next to a building,"['A snow filled street with a stop sign on the corner. ', 'A snow filled street with a stop sign on the corner. ', 'there is a stop sign with a one way sign on top of it ', 'there is a stop sign with a one way sign on top of it ', 'One way stop sign in the middle of a snowed in road.', 'One way stop sign in the middle of a snowed in road.', 'A red stop sign sitting under a one way sign.', 'A red stop sign sitting under a one way sign.', 'A stop sign is under a one way sign on a snowy street.', 'A stop sign is under a one way sign on a snowy street.']"
46642,a close up of a plate with a small amount of food on it,"['A pan with several blueberry muffins in it.', 'A pan with several blueberry muffins in it.', 'A muffin tin with blueberry muffins sitting on the stove. ', 'A muffin tin with blueberry muffins sitting on the stove. ', 'A pan of blueberry muffins on top of an oven.', 'A pan of blueberry muffins on top of an oven.', 'nine blueberry muffins in a muffing tin ', 'nine blueberry muffins in a muffing tin ', 'A muffin tin filled with blueberry muffins on top of a stove.', 'A muffin tin filled with blueberry muffins on top of a stove.']"
26119,a group of people sitting around a table,"['a group of people sitting at a table eating pizza', 'a group of people sitting at a table eating pizza', 'A group of young people gathered at a table eating pizza.', 'A group of young people gathered at a table eating pizza.', 'People gather around a table eating pizza in a library', 'People gather around a table eating pizza in a library', 'A group of women and a male are eating pizza in an office-type setting.', 'A group of women and a male are eating pizza in an office-type setting.', 'Young adults sit around the table eating pizza', 'Young adults sit around the table eating pizza']"
51907,a man is riding a surf board on a beach,"['A man in wetsuit waterskiing with people watching.', 'A man in wetsuit waterskiing with people watching.', 'A man on skis being pulled in the water.', 'A man on skis being pulled in the water.', 'A man water-skis as two people watch from shore.', 'A man water-skis as two people watch from shore.', 'A man riding water skis while being towed by a boat.', 'A man riding water skis while being towed by a boat.', 'There is a male wake boarder in the water ', 'There is a male wake boarder in the water ']"
16063,a person walking on a path next to a forest,"['A skier is skiing alone down the ski run.', 'A skier is skiing alone down the ski run.', 'A person on a surf board in the middle of snow.', 'A person on a surf board in the middle of snow.', 'A person riding a snowboard down a snowy slope.', 'A person riding a snowboard down a snowy slope.', 'a person is snowboarding down a snowy hill', 'a person is snowboarding down a snowy hill', 'The skier is going down the hill at a rapid pace.', 'The skier is going down the hill at a rapid pace.']"
65799,a kitchen with a table and chairs in it,"['A center island in a kitchen surrounded by stools.', 'A center island in a kitchen surrounded by stools.', 'The view of a large kitchen with a breakfast bar and stools.', 'The view of a large kitchen with a breakfast bar and stools.', 'A kitchen and dining room with bar seating.', 'A kitchen and dining room with bar seating.', 'A modern kitchen with cherry cabinets, an island bar and silver appliances.', 'A modern kitchen with cherry cabinets, an island bar and silver appliances.', 'A kitchen with three bar stools and stainless steel appliances.', 'A kitchen with three bar stools and stainless steel appliances.']"
62006,a train parked on a street with a building in the background,"['A large steel boat floating on top of water.', 'A large steel boat floating on top of water.', 'A strange looking structure sitting in shallow water.', 'A strange looking structure sitting in shallow water.', 'An edifice docked in a body of water outside of a city.', 'An edifice docked in a body of water outside of a city.', 'A small boat tied to a dock in muddy water.', 'A small boat tied to a dock in muddy water.', 'Part of a ship sits in the shallow end of the bay next to a city.  ', 'Part of a ship sits in the shallow end of the bay next to a city.  ']"
70427,a baseball field with a baseball player and a catcher,"['A pitcher winds up to throw the ball to the batter.', 'A pitcher winds up to throw the ball to the batter.', 'An action shot of a baseball pitcher on the mound, winding up for a pitch.', 'An action shot of a baseball pitcher on the mound, winding up for a pitch.', 'A baseball player delivers a pitch during a game.', 'A baseball player delivers a pitch during a game.', 'A baseball player pitching a baseball on a field.', 'A baseball player pitching a baseball on a field.', 'A baseball player is getting ready to pitch a ball.', 'A baseball player is getting ready to pitch a ball.']"
39997,a couple of horses standing on the ground,"['A couple of zebra standing next to each other on a field.', 'A couple of zebra standing next to each other on a field.', 'One zebra sits down, the other zebra stands. ', 'One zebra sits down, the other zebra stands. ', 'Two zebras having a fight on a desert grassland.', 'Two zebras having a fight on a desert grassland.', 'A zebra sits as another stands at his side in the prairie.', 'A zebra sits as another stands at his side in the prairie.', 'a zebra standing next to one that is sitting down ', 'a zebra standing next to one that is sitting down ']"
13230,a person sitting on a green field,"['A dog sits in the shade near a yellow Frisbee.', 'A dog sits in the shade near a yellow Frisbee.', 'A dog is sitting in the grass with a frisbee.', 'A dog is sitting in the grass with a frisbee.', 'There is a dog sitting in the grass with a frisbee', 'There is a dog sitting in the grass with a frisbee', 'A golden dog lays on grass near a yellow Frisbee.', 'A golden dog lays on grass near a yellow Frisbee.', 'A golden dog laying in the yard with its mouth open.', 'A golden dog laying in the yard with its mouth open.']"
45982,a man and woman walking on a street with a man and woman walking on a street,"['A lone giraffe is standing close to the camera man.', 'A lone giraffe is standing close to the camera man.', 'A giraffe is standing away from the other ones. ', 'A giraffe is standing away from the other ones. ', 'Giraffes are all in the habitat together but not standing together.', 'Giraffes are all in the habitat together but not standing together.', 'Several giraffes at the zoo walking about near a watering hole.', 'Several giraffes at the zoo walking about near a watering hole.', 'Giraffes standing and walking in an enclosure with rocks, sand and water.', 'Giraffes standing and walking in an enclosure with rocks, sand and water.']"
3181,a black and white cat,"['a cat is sitting on top of a vehicle', 'a cat is sitting on top of a vehicle', 'A cat sitting on top of a car near bushes.', 'A cat sitting on top of a car near bushes.', 'a black gray and white cat a car and bushes', 'a black gray and white cat a car and bushes', 'Cat sitting on top of car with brush behind. ', 'Cat sitting on top of car with brush behind. ', 'A curious looking cat sitting on a car.', 'A curious looking cat sitting on a car.']"
56751,a desk with a computer on it,"['there is a large desk top computer on this desk', 'there is a large desk top computer on this desk', 'A large computer monitor with keyboard on a desk ', 'A large computer monitor with keyboard on a desk ', 'A desktop computer monitor sitting next to a keyboard.', 'A desktop computer monitor sitting next to a keyboard.', 'A computer screen that has a laptop in front of it.', 'A computer screen that has a laptop in front of it.', 'The long view of a desk top with a standing lamp at one end shows a yellowish glare from the lamp, and atop the desk, a large computer screen and some neatly arranged peripheral equipment. ', 'The long view of a desk top with a standing lamp at one end shows a yellowish glare from the lamp, and atop the desk, a large computer screen and some neatly arranged peripheral equipment. ']"
50755,a group of people standing near a fence,"['a very large giraffe that is bent over a fence', 'a very large giraffe that is bent over a fence', 'A giraffe leaning over a fence, eating the grass.', 'A giraffe leaning over a fence, eating the grass.', 'three giraffes looking over a fence in wooden place', 'three giraffes looking over a fence in wooden place', 'Three giraffes are leaning over a fence to eat the tree leaves.', 'Three giraffes are leaning over a fence to eat the tree leaves.', 'Three giraffe eat while standing over a wooden fence. ', 'Three giraffe eat while standing over a wooden fence. ']"
39402,a plate with a food item on it,"['A bagel burger and a wire basket of fries on top of a wooden table. ', 'A bagel burger and a wire basket of fries on top of a wooden table. ', 'Lunch of a doughnut burger with bacon and fries.', 'Lunch of a doughnut burger with bacon and fries.', 'A odd burger and fries sitting on a piece of wood.', 'A odd burger and fries sitting on a piece of wood.', 'A sandwich and some fires on a table.', 'A sandwich and some fires on a table.', 'A hamburger using donut as the bun next to basket of french fries', 'A hamburger using donut as the bun next to basket of french fries']"
36759,a man on a snowboard on a street,"['A person that is about to ski in the snow.', 'A person that is about to ski in the snow.', 'A woman is cross country skiing on a path.', 'A woman is cross country skiing on a path.', 'The cross country skier is standing in the snow.', 'The cross country skier is standing in the snow.', 'A woman wearing skis poses for the camera.', 'A woman wearing skis poses for the camera.', 'a person on skis holding ski poles smiles at the camera', 'a person on skis holding ski poles smiles at the camera']"
54812,a man in a baseball uniform holding a bat,"['a girl that is up to the plate with a bat', 'a girl that is up to the plate with a bat', 'A young person playing baseball prepares to swing at a pitch.', 'A young person playing baseball prepares to swing at a pitch.', 'A kid that is up to bat at a baseball game.', 'A kid that is up to bat at a baseball game.', 'The young man is hitting the ball during the game.', 'The young man is hitting the ball during the game.', 'a young kid with a bat gets ready to see a pitch ', 'a young kid with a bat gets ready to see a pitch ']"
42224,a table with food and drinks on it,"['A wooden table topped with plates of food.', 'A wooden table topped with plates of food.', 'A kitchen table full of fruits, vegetables, various liquors, chips and guacamole.', 'A kitchen table full of fruits, vegetables, various liquors, chips and guacamole.', 'A table filled with assorted prepared foods in a buffet fashion.', 'A table filled with assorted prepared foods in a buffet fashion.', 'Fresh fruits, vegetables, and other foods are spread out on the table.', 'Fresh fruits, vegetables, and other foods are spread out on the table.', 'a bunch of food on the table ready for people to dig in to', 'a bunch of food on the table ready for people to dig in to']"
54643,a large bus with a white front and a red back,"['A white and black passenger bus at a paved intersection.', 'A white and black passenger bus at a paved intersection.', 'A bus riding on a street near an intersection.', 'A bus riding on a street near an intersection.', 'The city bus pulled over to the side of the road. ', 'The city bus pulled over to the side of the road. ', 'A white bus that is sitting in front of a crosswalk.', 'A white bus that is sitting in front of a crosswalk.', 'A white bus stopped to pick people up.', 'A white bus stopped to pick people up.']"
28349,a man is walking on a bike on a road,"['a person in red wearing a woven hat on a boat with fruits', 'a person in red wearing a woven hat on a boat with fruits', 'A woman steering a boat that is filled with pineapples and watermelons.', 'A woman steering a boat that is filled with pineapples and watermelons.', 'A Vietnamese woman stands on a boat laden with produce.', 'A Vietnamese woman stands on a boat laden with produce.', 'an Asian woman with some vegetables in her boat', 'an Asian woman with some vegetables in her boat', 'Woman steering a motorized boat with vegetables in it on small body of water. ', 'Woman steering a motorized boat with vegetables in it on small body of water. ']"
60094,a room with a bed and a toilet,"['A wood bunk bed with blue striped sheets.', 'A wood bunk bed with blue striped sheets.', 'Bunk bed in the hallway of a condo', 'Bunk bed in the hallway of a condo', 'A bedroom with two empty bunk beds in the room.', 'A bedroom with two empty bunk beds in the room.', 'Bunk beds with wood frames in a room with a blue color scheme.', 'Bunk beds with wood frames in a room with a blue color scheme.', 'A set on bunk beds in a house', 'A set on bunk beds in a house']"
47600,a man and woman on a dock,"['A group of young men sitting on a dock over a lake.', 'A group of young men sitting on a dock over a lake.', 'Some guys sitting on a pier talking on cell phones', 'Some guys sitting on a pier talking on cell phones', 'Four boys sit on a dock and talk on their phones', 'Four boys sit on a dock and talk on their phones', 'Four young guys sitting on a dock with their feet hanging over talking on cellphones.', 'Four young guys sitting on a dock with their feet hanging over talking on cellphones.', 'Boys sitting in a line on a dock, all on their cell phones.', 'Boys sitting in a line on a dock, all on their cell phones.']"
31936,a white cabinet with a sink and a toilet,"['A bathroom with a toilet and a sink with a cup on it.', 'A bathroom with a toilet and a sink with a cup on it.', 'A white toilet sitting next to a white sink in a bathroom.', 'A white toilet sitting next to a white sink in a bathroom.', 'A small bathroom has towels, rugs, and a gray floor.', 'A small bathroom has towels, rugs, and a gray floor.', 'an image of a bathroom setting with toilet and counter', 'an image of a bathroom setting with toilet and counter', 'A bathroom with a toilet, a sink, trash can, a towel rack and a mirror.', 'A bathroom with a toilet, a sink, trash can, a towel rack and a mirror.']"
52554,a white building with a sign on it,"['a large clock with roman numerals is hung from a building', 'a large clock with roman numerals is hung from a building', 'A town full of buildings and a clock in the distance.', 'A town full of buildings and a clock in the distance.', 'a clock on the side of a building on a city street', 'a clock on the side of a building on a city street', 'A huge clock is protruding off the side of a building.', 'A huge clock is protruding off the side of a building.', 'A giant clock on a tower in the city', 'A giant clock on a tower in the city']"
54361,a clock on a building,"['a tower with a large clock built into the side of it', 'a tower with a large clock built into the side of it', 'clocks are on each side of the large building', 'clocks are on each side of the large building', 'a large building that has a clock at top', 'a large building that has a clock at top', 'there is a very large tall tower with a clock on it', 'there is a very large tall tower with a clock on it', 'A large building featuring a large clock face.', 'A large building featuring a large clock face.']"
53152,a white and black bathroom with a sink and a toilet,"['a kitchen with a stove a refrigerator next to it ', 'a kitchen with a stove a refrigerator next to it ', 'An old looking kitchen with all white appliances.', 'An old looking kitchen with all white appliances.', 'A white stove and refrigerator in a room.', 'A white stove and refrigerator in a room.', 'A white refrigerator is sitting next two a small white oven.', 'A white refrigerator is sitting next two a small white oven.', 'refrigerator next to an oven in a empty room ', 'refrigerator next to an oven in a empty room ']"
57650,a bathroom with a white shower and a black door,"['The small bathroom has one window in it.', 'The small bathroom has one window in it.', 'A simple bathroom shows a tiled floor in two contrasting colors.', 'A simple bathroom shows a tiled floor in two contrasting colors.', 'Small bathroom with tile flooring with a small window. ', 'Small bathroom with tile flooring with a small window. ', 'a bathroom with a black and white floor a sink tub and toilet', 'a bathroom with a black and white floor a sink tub and toilet', 'Doorway view of a bathroom with a sink, toilet and tub.', 'Doorway view of a bathroom with a sink, toilet and tub.']"
70095,a man is walking on a beach with a surfboard,"['A surfer emerging from the waves in a black wet suit holding his surfboard.', 'A surfer emerging from the waves in a black wet suit holding his surfboard.', 'a surfer in a red and black suit walking with a surf board', 'a surfer in a red and black suit walking with a surf board', 'A man in a wetsuit coming out of the surf holding a board and flippers', 'A man in a wetsuit coming out of the surf holding a board and flippers', 'A man in a red and black wet suit walks on the beach with his board and flippers.', 'A man in a red and black wet suit walks on the beach with his board and flippers.', 'A man in a wet suit is holding a surboard', 'A man in a wet suit is holding a surboard']"
